_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at
9784,annual-summary-of-reportable-communicable-diseases,1,0.98,0.75,0.25,0.69,0.61,0.42,Bronze,Bronze,2020-12-15T00:05:17
9785,apartment-building-evaluation,1,0.7,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-15T00:05:17
9786,apartment-building-registration,1,0.74,1,0.69,0.78,0.81,0.76,Silver,Silver,2020-12-15T00:05:17
9787,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-12-15T00:05:17
9788,automated-speed-enforcement-locations,1,1,0.5,0.75,0.83,0.79,0.73,Silver,Silver,2020-12-15T00:05:17
9789,bicycle-parking-bike-stations-indoor,1,0.73,1,0.12,0.81,0.68,0.54,Bronze,Bronze,2020-12-15T00:05:17
9790,bicycle-parking-high-capacity-outdoor,1,0.7,1,0.12,0.83,0.68,0.54,Bronze,Bronze,2020-12-15T00:05:17
9791,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-12-15T00:05:17
9792,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-15T00:05:17
9793,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-12-15T00:05:17
9794,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-15T00:05:17
9795,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-12-15T00:05:17
9796,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Silver,Silver,2020-12-15T00:05:17
9797,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-15T00:05:17
9798,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2020-12-15T00:05:17
9799,building-permits-signs,1,0.95,1,0.12,1,0.78,0.71,Silver,Silver,2020-12-15T00:05:17
9800,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-12-15T00:05:17
9801,business-improvement-areas,1,0.69,1,0.12,0.72,0.64,0.47,Bronze,Bronze,2020-12-15T00:05:17
9802,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-12-15T00:05:17
9803,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-12-15T00:05:17
9804,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.62,Silver,Silver,2020-12-15T00:05:17
9805,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-15T00:05:17
9806,city-wards,1,0.64,1,0.12,0.71,0.63,0.45,Bronze,Bronze,2020-12-15T00:05:17
9807,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2020-12-15T00:05:17
9808,clothing-drop-box-locations,1,0.87,1,0.84,0.99,0.94,1,Gold,Gold,2020-12-15T00:05:17
9809,community-council-boundaries,1,0.67,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-12-15T00:05:17
9810,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-15T00:05:17
9811,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-15T00:05:17
9812,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-15T00:05:17
9813,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.76,Silver,Silver,2020-12-15T00:05:17
9814,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.92,Gold,Gold,2020-12-15T00:05:17
9815,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.76,Silver,Silver,2020-12-15T00:05:17
9816,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-12-15T00:05:17
9817,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-15T00:05:17
9818,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-15T00:05:17
9819,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-15T00:05:17
9820,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-15T00:05:17
9821,field-information-reports,1,0.9,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-15T00:05:17
9822,fire-hydrants,1,1,1,0.12,0.83,0.72,0.61,Silver,Silver,2020-12-15T00:05:17
9823,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-15T00:05:17
9824,former-municipality-boundaries,1,0.69,0,0.12,0.8,0.49,0.2,Bronze,Bronze,2020-12-15T00:05:17
9825,highrise-residential-fire-inspection-results,1,0.47,1,0.38,0.53,0.6,0.4,Bronze,Bronze,2020-12-15T00:05:17
9826,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.68,0.53,Bronze,Bronze,2020-12-15T00:05:17
9827,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-15T00:05:17
9828,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.38,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-15T00:05:17
9829,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.48,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-15T00:05:17
9830,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2020-12-15T00:05:17
9831,mbncanada-performance-measures,1,0.95,0.74,0.12,0.79,0.61,0.42,Bronze,Bronze,2020-12-15T00:05:17
9832,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-15T00:05:17
9833,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-12-15T00:05:17
9834,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-12-15T00:05:17
9835,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-12-15T00:05:17
9836,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.79,Silver,Silver,2020-12-15T00:05:17
9837,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-15T00:05:17
9838,neighbourhoods,1,0.73,0,0.12,0.81,0.5,0.22,Bronze,Bronze,2020-12-15T00:05:17
9839,on-street-permit-parking-area-maps,1,0.28,1,0.12,0.6,0.55,0.3,Bronze,Bronze,2020-12-15T00:05:17
9840,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-15T00:05:17
9841,pedestrian-network,1,0.75,0,0.38,0.95,0.62,0.43,Bronze,Bronze,2020-12-15T00:05:17
9842,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-15T00:05:17
9843,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-15T00:05:17
9844,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-15T00:05:17
9845,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-15T00:05:17
9846,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-15T00:05:17
9847,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-15T00:05:17
9848,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-15T00:05:17
9849,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-15T00:05:17
9850,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-15T00:05:17
9851,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-15T00:05:17
9852,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-15T00:05:17
9853,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-15T00:05:17
9854,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-15T00:05:17
9855,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-15T00:05:17
9856,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-15T00:05:17
9857,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2020-12-15T00:05:17
9858,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-15T00:05:17
9859,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2020-12-15T00:05:17
9860,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-15T00:05:17
9861,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2020-12-15T00:05:17
9862,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-15T00:05:17
9863,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-15T00:05:17
9864,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2020-12-15T00:05:17
9865,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2020-12-15T00:05:17
9866,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.87,Gold,Gold,2020-12-15T00:05:17
9867,police-boundaries,1,0.73,0,0.12,0.83,0.51,0.24,Bronze,Bronze,2020-12-15T00:05:17
9868,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-12-15T00:05:17
9869,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-12-15T00:05:17
9870,red-light-cameras,1,0.59,1,0.12,0.85,0.68,0.54,Bronze,Bronze,2020-12-15T00:05:17
9871,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-15T00:05:17
9872,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-15T00:05:17
9873,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-12-15T00:05:17
9874,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-12-15T00:05:17
9875,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Silver,Silver,2020-12-15T00:05:17
9876,school-locations-all-types,1,0.69,1,0.12,0.8,0.67,0.52,Bronze,Bronze,2020-12-15T00:05:17
9877,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2020-12-15T00:05:17
9878,secondary-plans,1,0.55,1,0.12,0.69,0.61,0.41,Bronze,Bronze,2020-12-15T00:05:17
9879,site-and-area-specific-policies,1,0.45,1,0.12,0.81,0.65,0.48,Bronze,Bronze,2020-12-15T00:05:17
9880,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.71,Silver,Silver,2020-12-15T00:05:17
9881,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2020-12-15T00:05:17
9882,street-furniture-bench,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-15T00:05:17
9883,street-furniture-bicycle-parking,1,0.81,1,0.25,0.78,0.71,0.59,Bronze,Bronze,2020-12-15T00:05:17
9884,street-furniture-information-pillar-wayfinding-structure,1,0.73,1,0.25,0.74,0.68,0.55,Bronze,Bronze,2020-12-15T00:05:17
9885,street-furniture-litter-receptacle,1,0.75,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-15T00:05:17
9886,street-furniture-poster-board,1,0.77,1,0.25,0.75,0.69,0.56,Bronze,Bronze,2020-12-15T00:05:17
9887,street-furniture-poster-structure,1,0.76,1,0.25,0.74,0.69,0.55,Bronze,Bronze,2020-12-15T00:05:17
9888,street-furniture-public-washroom,1,0.78,1,0.25,0.71,0.68,0.53,Bronze,Bronze,2020-12-15T00:05:17
9889,street-furniture-publication-structure,1,0.76,1,0.25,0.72,0.68,0.54,Bronze,Bronze,2020-12-15T00:05:17
9890,street-furniture-transit-shelter,1,0.73,1,0.25,0.76,0.69,0.56,Bronze,Bronze,2020-12-15T00:05:17
9891,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-12-15T00:05:17
9892,toronto-centreline-tcl,1,0.69,1,0.25,0.77,0.69,0.55,Bronze,Bronze,2020-12-15T00:05:17
9893,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-12-15T00:05:17
9894,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.6,Bronze,Bronze,2020-12-15T00:05:17
9895,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-15T00:05:17
9896,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-15T00:05:17
9897,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9898,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.35,Bronze,Bronze,2020-12-15T00:05:17
9899,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-15T00:05:17
9900,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9901,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9902,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9903,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9904,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-15T00:05:17
9905,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-15T00:05:17
9906,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9907,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9908,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.32,Bronze,Bronze,2020-12-15T00:05:17
9909,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-15T00:05:17
9910,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9911,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9912,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9913,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-12-15T00:05:17
9914,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9915,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-15T00:05:17
9916,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-15T00:05:17
9917,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-15T00:05:17
9918,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-15T00:05:17
9919,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2020-12-16T00:05:00
9920,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-16T00:05:00
9921,annual-summary-of-reportable-communicable-diseases,1,0.98,0.75,0.25,0.69,0.61,0.42,Bronze,Bronze,2020-12-16T00:05:00
9922,apartment-building-evaluation,1,0.7,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-16T00:05:00
9923,apartment-building-registration,1,0.74,1,0.69,0.78,0.81,0.76,Silver,Silver,2020-12-16T00:05:00
9924,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-12-16T00:05:00
9925,automated-speed-enforcement-locations,1,1,0.5,0.75,0.83,0.79,0.73,Silver,Silver,2020-12-16T00:05:00
9926,bicycle-parking-bike-stations-indoor,1,0.73,1,0.12,0.81,0.68,0.54,Bronze,Bronze,2020-12-16T00:05:00
9927,bicycle-parking-high-capacity-outdoor,1,0.7,1,0.12,0.83,0.68,0.54,Bronze,Bronze,2020-12-16T00:05:00
9928,bicycle-parking-racks,1,0.71,1,0.12,0.82,0.68,0.54,Bronze,Bronze,2020-12-16T00:05:00
9929,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-16T00:05:00
9930,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-12-16T00:05:00
9931,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-16T00:05:00
9932,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-12-16T00:05:00
9933,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Silver,Silver,2020-12-16T00:05:00
9934,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-16T00:05:00
9935,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2020-12-16T00:05:00
9936,building-permits-signs,1,0.95,1,0.12,1,0.78,0.71,Silver,Silver,2020-12-16T00:05:00
9937,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-12-16T00:05:00
9938,business-improvement-areas,1,0.69,1,0.12,0.72,0.64,0.47,Bronze,Bronze,2020-12-16T00:05:00
9939,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-12-16T00:05:00
9940,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-12-16T00:05:00
9941,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.62,Silver,Silver,2020-12-16T00:05:00
9942,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-16T00:05:00
9943,city-wards,1,0.64,1,0.12,0.71,0.63,0.45,Bronze,Bronze,2020-12-16T00:05:00
9944,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2020-12-16T00:05:00
9945,clothing-drop-box-locations,1,0.87,1,0.84,0.99,0.94,1,Gold,Gold,2020-12-16T00:05:00
9946,community-council-boundaries,1,0.67,0,0.12,0.81,0.5,0.21,Bronze,Bronze,2020-12-16T00:05:00
9947,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-16T00:05:00
9948,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-16T00:05:00
9949,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-16T00:05:00
9950,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.76,Silver,Silver,2020-12-16T00:05:00
9951,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.92,Gold,Gold,2020-12-16T00:05:00
9952,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.76,Silver,Silver,2020-12-16T00:05:00
9953,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-12-16T00:05:00
9954,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-16T00:05:00
9955,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-16T00:05:00
9956,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-16T00:05:00
9957,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-16T00:05:00
9958,field-information-reports,1,0.9,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-16T00:05:00
9959,fire-hydrants,1,1,1,0.12,0.83,0.72,0.61,Silver,Silver,2020-12-16T00:05:00
9960,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-16T00:05:00
9961,former-municipality-boundaries,1,0.69,0,0.12,0.8,0.49,0.2,Bronze,Bronze,2020-12-16T00:05:00
9962,highrise-residential-fire-inspection-results,1,0.47,0.75,0.38,0.53,0.56,0.32,Bronze,Bronze,2020-12-16T00:05:00
9963,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.68,0.53,Bronze,Bronze,2020-12-16T00:05:00
9964,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-16T00:05:00
9965,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.38,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-16T00:05:00
9966,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.48,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-16T00:05:00
9967,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.94,Gold,Gold,2020-12-16T00:05:00
9968,mbncanada-performance-measures,1,0.95,0.74,0.12,0.79,0.61,0.42,Bronze,Bronze,2020-12-16T00:05:00
9969,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-16T00:05:00
9970,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-12-16T00:05:00
9971,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-12-16T00:05:00
9972,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-12-16T00:05:00
9973,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.79,Silver,Silver,2020-12-16T00:05:00
9974,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-16T00:05:00
9975,neighbourhoods,1,0.73,0,0.12,0.81,0.5,0.22,Bronze,Bronze,2020-12-16T00:05:00
9976,on-street-permit-parking-area-maps,1,0.28,1,0.12,0.6,0.55,0.3,Bronze,Bronze,2020-12-16T00:05:00
9977,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-16T00:05:00
9978,pedestrian-network,1,0.75,0,0.38,0.95,0.62,0.43,Bronze,Bronze,2020-12-16T00:05:00
9979,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-16T00:05:00
9980,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-16T00:05:00
9981,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-16T00:05:00
9982,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-16T00:05:00
9983,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-16T00:05:00
9984,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-16T00:05:00
9985,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-16T00:05:00
9986,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-16T00:05:00
9987,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-16T00:05:00
9988,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-16T00:05:00
9989,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-16T00:05:00
9990,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-16T00:05:00
9991,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-16T00:05:00
9992,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-16T00:05:00
9993,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-16T00:05:00
9994,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2020-12-16T00:05:00
9995,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-16T00:05:00
9996,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.86,Gold,Gold,2020-12-16T00:05:00
9997,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-16T00:05:00
9998,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.89,Gold,Gold,2020-12-16T00:05:00
9999,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-16T00:05:00
